name	description	page
1485	pcapensis_homolog_chrom_start	Hyrax chromosome/scaffold start (bp)	homologs
1486	pcapensis_homolog_chrom_end	Hyrax chromosome/scaffold end (bp)	homologs
1487	pcapensis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1488	pcapensis_homolog_subtype	Last common ancestor with Hyrax	homologs
1489	pcapensis_homolog_orthology_type	Hyrax homology type	homologs
1490	pcapensis_homolog_perc_id	%id. target Hyrax gene identical to query gene	homologs
1491	pcapensis_homolog_perc_id_r1	%id. query gene identical to target Hyrax gene	homologs
1492	pcapensis_homolog_goc_score	Hyrax Gene-order conservation score	homologs
1493	pcapensis_homolog_orthology_confidence	Hyrax orthology confidence [0 low, 1 high]	homologs
1494	nnaja_homolog_ensembl_gene	Indian cobra gene stable ID	homologs
1495	nnaja_homolog_associated_gene_name	Indian cobra gene name	homologs
1496	nnaja_homolog_ensembl_peptide	Indian cobra protein or transcript stable ID	homologs
1497	nnaja_homolog_chromosome	Indian cobra chromosome/scaffold name	homologs
1498	nnaja_homolog_chrom_start	Indian cobra chromosome/scaffold start (bp)	homologs
1499	nnaja_homolog_chrom_end	Indian cobra chromosome/scaffold end (bp)	homologs
1500	nnaja_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1501	nnaja_homolog_subtype	Last common ancestor with Indian cobra	homologs
1502	nnaja_homolog_orthology_type	Indian cobra homology type	homologs
1503	nnaja_homolog_perc_id	%id. target Indian cobra gene identical to query gene	homologs
1504	nnaja_homolog_perc_id_r1	%id. query gene identical to target Indian cobra gene	homologs
1505	nnaja_homolog_goc_score	Indian cobra Gene-order conservation score	homologs
1506	nnaja_homolog_orthology_confidence	Indian cobra orthology confidence [0 low, 1 high]	homologs
1507	omelastigma_homolog_ensembl_gene	Indian medaka gene stable ID	homologs
1508	omelastigma_homolog_associated_gene_name	Indian medaka gene name	homologs
1509	omelastigma_homolog_ensembl_peptide	Indian medaka protein or transcript stable ID	homologs
1510	omelastigma_homolog_chromosome	Indian medaka chromosome/scaffold name	homologs
1511	omelastigma_homolog_chrom_start	Indian medaka chromosome/scaffold start (bp)	homologs
1512	omelastigma_homolog_chrom_end	Indian medaka chromosome/scaffold end (bp)	homologs
1513	omelastigma_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1514	omelastigma_homolog_subtype	Last common ancestor with Indian medaka	homologs
1515	omelastigma_homolog_orthology_type	Indian medaka homology type	homologs
1516	omelastigma_homolog_perc_id	%id. target Indian medaka gene identical to query gene	homologs
1517	omelastigma_homolog_perc_id_r1	%id. query gene identical to target Indian medaka gene	homologs
1518	omelastigma_homolog_goc_score	Indian medaka Gene-order conservation score	homologs
1519	omelastigma_homolog_orthology_confidence	Indian medaka orthology confidence [0 low, 1 high]	homologs
1520	olatipes_homolog_ensembl_gene	Japanese medaka HdrR gene stable ID	homologs
1521	olatipes_homolog_associated_gene_name	Japanese medaka HdrR gene name	homologs
1522	olatipes_homolog_ensembl_peptide	Japanese medaka HdrR protein or transcript stable ID	homologs
1523	olatipes_homolog_chromosome	Japanese medaka HdrR chromosome/scaffold name	homologs
1524	olatipes_homolog_chrom_start	Japanese medaka HdrR chromosome/scaffold start (bp)	homologs
1525	olatipes_homolog_chrom_end	Japanese medaka HdrR chromosome/scaffold end (bp)	homologs
1526	olatipes_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1527	olatipes_homolog_subtype	Last common ancestor with Japanese medaka HdrR	homologs
1528	olatipes_homolog_orthology_type	Japanese medaka HdrR homology type	homologs
1529	olatipes_homolog_perc_id	%id. target Japanese medaka HdrR gene identical to query gene	homologs
1530	olatipes_homolog_perc_id_r1	%id. query gene identical to target Japanese medaka HdrR gene	homologs
1531	olatipes_homolog_goc_score	Japanese medaka HdrR Gene-order conservation score	homologs
1532	olatipes_homolog_orthology_confidence	Japanese medaka HdrR orthology confidence [0 low, 1 high]	homologs
1533	cjaponica_homolog_ensembl_gene	Japanese quail gene stable ID	homologs
1534	cjaponica_homolog_associated_gene_name	Japanese quail gene name	homologs
1535	cjaponica_homolog_ensembl_peptide	Japanese quail protein or transcript stable ID	homologs
1536	cjaponica_homolog_chromosome	Japanese quail chromosome/scaffold name	homologs
1537	cjaponica_homolog_chrom_start	Japanese quail chromosome/scaffold start (bp)	homologs
1538	cjaponica_homolog_chrom_end	Japanese quail chromosome/scaffold end (bp)	homologs
1539	cjaponica_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1540	cjaponica_homolog_subtype	Last common ancestor with Japanese quail	homologs
1541	cjaponica_homolog_orthology_type	Japanese quail homology type	homologs
1542	cjaponica_homolog_perc_id	%id. target Japanese quail gene identical to query gene	homologs
1543	cjaponica_homolog_perc_id_r1	%id. query gene identical to target Japanese quail gene	homologs
1544	cjaponica_homolog_goc_score	Japanese quail Gene-order conservation score	homologs
1545	cjaponica_homolog_orthology_confidence	Japanese quail orthology confidence [0 low, 1 high]	homologs
1546	ojavanicus_homolog_ensembl_gene	Javanese ricefish gene stable ID	homologs
1547	ojavanicus_homolog_associated_gene_name	Javanese ricefish gene name	homologs
1548	ojavanicus_homolog_ensembl_peptide	Javanese ricefish protein or transcript stable ID	homologs
1549	ojavanicus_homolog_chromosome	Javanese ricefish chromosome/scaffold name	homologs
1550	ojavanicus_homolog_chrom_start	Javanese ricefish chromosome/scaffold start (bp)	homologs
1551	ojavanicus_homolog_chrom_end	Javanese ricefish chromosome/scaffold end (bp)	homologs
1552	ojavanicus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1553	ojavanicus_homolog_subtype	Last common ancestor with Javanese ricefish	homologs
1554	ojavanicus_homolog_orthology_type	Javanese ricefish homology type	homologs
1555	ojavanicus_homolog_perc_id	%id. target Javanese ricefish gene identical to query gene	homologs
1556	ojavanicus_homolog_perc_id_r1	%id. query gene identical to target Javanese ricefish gene	homologs
1557	ojavanicus_homolog_goc_score	Javanese ricefish Gene-order conservation score	homologs
1558	ojavanicus_homolog_orthology_confidence	Javanese ricefish orthology confidence [0 low, 1 high]	homologs
1559	shabroptila_homolog_ensembl_gene	Kakapo gene stable ID	homologs
1560	shabroptila_homolog_associated_gene_name	Kakapo gene name	homologs
1561	shabroptila_homolog_ensembl_peptide	Kakapo protein or transcript stable ID	homologs
1562	shabroptila_homolog_chromosome	Kakapo chromosome/scaffold name	homologs
1563	shabroptila_homolog_chrom_start	Kakapo chromosome/scaffold start (bp)	homologs
1564	shabroptila_homolog_chrom_end	Kakapo chromosome/scaffold end (bp)	homologs
1565	shabroptila_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1566	shabroptila_homolog_subtype	Last common ancestor with Kakapo	homologs
1567	shabroptila_homolog_orthology_type	Kakapo homology type	homologs
1568	shabroptila_homolog_perc_id	%id. target Kakapo gene identical to query gene	homologs
1569	shabroptila_homolog_perc_id_r1	%id. query gene identical to target Kakapo gene	homologs
1570	shabroptila_homolog_goc_score	Kakapo Gene-order conservation score	homologs
1571	shabroptila_homolog_orthology_confidence	Kakapo orthology confidence [0 low, 1 high]	homologs
1572	dordii_homolog_ensembl_gene	Kangaroo rat gene stable ID	homologs
1573	dordii_homolog_associated_gene_name	Kangaroo rat gene name	homologs
1574	dordii_homolog_ensembl_peptide	Kangaroo rat protein or transcript stable ID	homologs
1575	dordii_homolog_chromosome	Kangaroo rat chromosome/scaffold name	homologs
1576	dordii_homolog_chrom_start	Kangaroo rat chromosome/scaffold start (bp)	homologs
1577	dordii_homolog_chrom_end	Kangaroo rat chromosome/scaffold end (bp)	homologs
1578	dordii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1579	dordii_homolog_subtype	Last common ancestor with Kangaroo rat	homologs
1580	dordii_homolog_orthology_type	Kangaroo rat homology type	homologs
1581	dordii_homolog_perc_id	%id. target Kangaroo rat gene identical to query gene	homologs
1582	dordii_homolog_perc_id_r1	%id. query gene identical to target Kangaroo rat gene	homologs
1583	dordii_homolog_goc_score	Kangaroo rat Gene-order conservation score	homologs
1584	dordii_homolog_orthology_confidence	Kangaroo rat orthology confidence [0 low, 1 high]	homologs
1585	pcinereus_homolog_ensembl_gene	Koala gene stable ID	homologs
1586	pcinereus_homolog_associated_gene_name	Koala gene name	homologs
1587	pcinereus_homolog_ensembl_peptide	Koala protein or transcript stable ID	homologs
1588	pcinereus_homolog_chromosome	Koala chromosome/scaffold name	homologs
1589	pcinereus_homolog_chrom_start	Koala chromosome/scaffold start (bp)	homologs
1590	pcinereus_homolog_chrom_end	Koala chromosome/scaffold end (bp)	homologs
1591	pcinereus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1592	pcinereus_homolog_subtype	Last common ancestor with Koala	homologs
1593	pcinereus_homolog_orthology_type	Koala homology type	homologs
1594	pcinereus_homolog_perc_id	%id. target Koala gene identical to query gene	homologs
1595	pcinereus_homolog_perc_id_r1	%id. query gene identical to target Koala gene	homologs
1596	pcinereus_homolog_goc_score	Koala Gene-order conservation score	homologs
1597	pcinereus_homolog_orthology_confidence	Koala orthology confidence [0 low, 1 high]	homologs
1598	pmarinus_homolog_ensembl_gene	Lamprey gene stable ID	homologs
1599	pmarinus_homolog_associated_gene_name	Lamprey gene name	homologs
1600	pmarinus_homolog_ensembl_peptide	Lamprey protein or transcript stable ID	homologs
1601	pmarinus_homolog_chromosome	Lamprey chromosome/scaffold name	homologs
1602	pmarinus_homolog_chrom_start	Lamprey chromosome/scaffold start (bp)	homologs
1603	pmarinus_homolog_chrom_end	Lamprey chromosome/scaffold end (bp)	homologs
1604	pmarinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1605	pmarinus_homolog_subtype	Last common ancestor with Lamprey	homologs
1606	pmarinus_homolog_orthology_type	Lamprey homology type	homologs
1607	pmarinus_homolog_perc_id	%id. target Lamprey gene identical to query gene	homologs
1608	pmarinus_homolog_perc_id_r1	%id. query gene identical to target Lamprey gene	homologs
1609	pmarinus_homolog_orthology_confidence	Lamprey orthology confidence [0 low, 1 high]	homologs
1610	lcrocea_homolog_ensembl_gene	Large yellow croaker gene stable ID	homologs
1611	lcrocea_homolog_associated_gene_name	Large yellow croaker gene name	homologs
1612	lcrocea_homolog_ensembl_peptide	Large yellow croaker protein or transcript stable ID	homologs
1613	lcrocea_homolog_chromosome	Large yellow croaker chromosome/scaffold name	homologs
1614	lcrocea_homolog_chrom_start	Large yellow croaker chromosome/scaffold start (bp)	homologs
1615	lcrocea_homolog_chrom_end	Large yellow croaker chromosome/scaffold end (bp)	homologs
1616	lcrocea_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1617	lcrocea_homolog_subtype	Last common ancestor with Large yellow croaker	homologs
1618	lcrocea_homolog_orthology_type	Large yellow croaker homology type	homologs
1619	lcrocea_homolog_perc_id	%id. target Large yellow croaker gene identical to query gene	homologs
1620	lcrocea_homolog_perc_id_r1	%id. query gene identical to target Large yellow croaker gene	homologs
1621	lcrocea_homolog_goc_score	Large yellow croaker Gene-order conservation score	homologs
1622	lcrocea_homolog_orthology_confidence	Large yellow croaker orthology confidence [0 low, 1 high]	homologs
1623	lleishanense_homolog_ensembl_gene	Leishan spiny toad gene stable ID	homologs
1624	lleishanense_homolog_associated_gene_name	Leishan spiny toad gene name	homologs
1625	lleishanense_homolog_ensembl_peptide	Leishan spiny toad protein or transcript stable ID	homologs
1626	lleishanense_homolog_chromosome	Leishan spiny toad chromosome/scaffold name	homologs
1627	lleishanense_homolog_chrom_start	Leishan spiny toad chromosome/scaffold start (bp)	homologs
1628	lleishanense_homolog_chrom_end	Leishan spiny toad chromosome/scaffold end (bp)	homologs
1629	lleishanense_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1630	lleishanense_homolog_subtype	Last common ancestor with Leishan spiny toad	homologs
1631	lleishanense_homolog_orthology_type	Leishan spiny toad homology type	homologs
1632	lleishanense_homolog_perc_id	%id. target Leishan spiny toad gene identical to query gene	homologs
1633	lleishanense_homolog_perc_id_r1	%id. query gene identical to target Leishan spiny toad gene	homologs
1634	lleishanense_homolog_goc_score	Leishan spiny toad Gene-order conservation score	homologs
1635	lleishanense_homolog_orthology_confidence	Leishan spiny toad orthology confidence [0 low, 1 high]	homologs
1636	ppardus_homolog_ensembl_gene	Leopard gene stable ID	homologs
1637	ppardus_homolog_associated_gene_name	Leopard gene name	homologs
1638	ppardus_homolog_ensembl_peptide	Leopard protein or transcript stable ID	homologs
1639	ppardus_homolog_chromosome	Leopard chromosome/scaffold name	homologs
1640	ppardus_homolog_chrom_start	Leopard chromosome/scaffold start (bp)	homologs
1641	ppardus_homolog_chrom_end	Leopard chromosome/scaffold end (bp)	homologs
1642	ppardus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1643	ppardus_homolog_subtype	Last common ancestor with Leopard	homologs
1644	ppardus_homolog_orthology_type	Leopard homology type	homologs
1645	ppardus_homolog_perc_id	%id. target Leopard gene identical to query gene	homologs
1646	ppardus_homolog_perc_id_r1	%id. query gene identical to target Leopard gene	homologs
1647	ppardus_homolog_goc_score	Leopard Gene-order conservation score	homologs
1648	ppardus_homolog_wga_coverage	Leopard Whole-genome alignment coverage	homologs
1649	ppardus_homolog_orthology_confidence	Leopard orthology confidence [0 low, 1 high]	homologs
1650	jjaculus_homolog_ensembl_gene	Lesser Egyptian jerboa gene stable ID	homologs
1651	jjaculus_homolog_associated_gene_name	Lesser Egyptian jerboa gene name	homologs
1652	jjaculus_homolog_ensembl_peptide	Lesser Egyptian jerboa protein or transcript stable ID	homologs
1653	jjaculus_homolog_chromosome	Lesser Egyptian jerboa chromosome/scaffold name	homologs
1654	jjaculus_homolog_chrom_start	Lesser Egyptian jerboa chromosome/scaffold start (bp)	homologs
1655	jjaculus_homolog_chrom_end	Lesser Egyptian jerboa chromosome/scaffold end (bp)	homologs
1656	jjaculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1657	jjaculus_homolog_subtype	Last common ancestor with Lesser Egyptian jerboa	homologs
1658	jjaculus_homolog_orthology_type	Lesser Egyptian jerboa homology type	homologs
1659	jjaculus_homolog_perc_id	%id. target Lesser Egyptian jerboa gene identical to query gene	homologs
1660	jjaculus_homolog_perc_id_r1	%id. query gene identical to target Lesser Egyptian jerboa gene	homologs
1661	jjaculus_homolog_goc_score	Lesser Egyptian jerboa Gene-order conservation score	homologs
1662	jjaculus_homolog_orthology_confidence	Lesser Egyptian jerboa orthology confidence [0 low, 1 high]	homologs
1663	etelfairi_homolog_ensembl_gene	Lesser hedgehog tenrec gene stable ID	homologs
1664	etelfairi_homolog_associated_gene_name	Lesser hedgehog tenrec gene name	homologs
1665	etelfairi_homolog_ensembl_peptide	Lesser hedgehog tenrec protein or transcript stable ID	homologs
1666	etelfairi_homolog_chromosome	Lesser hedgehog tenrec chromosome/scaffold name	homologs
1667	etelfairi_homolog_chrom_start	Lesser hedgehog tenrec chromosome/scaffold start (bp)	homologs
1668	etelfairi_homolog_chrom_end	Lesser hedgehog tenrec chromosome/scaffold end (bp)	homologs
1669	etelfairi_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1670	etelfairi_homolog_subtype	Last common ancestor with Lesser hedgehog tenrec	homologs
1671	etelfairi_homolog_orthology_type	Lesser hedgehog tenrec homology type	homologs
1672	etelfairi_homolog_perc_id	%id. target Lesser hedgehog tenrec gene identical to query gene	homologs
1673	etelfairi_homolog_perc_id_r1	%id. query gene identical to target Lesser hedgehog tenrec gene	homologs
1674	etelfairi_homolog_goc_score	Lesser hedgehog tenrec Gene-order conservation score	homologs
1675	etelfairi_homolog_orthology_confidence	Lesser hedgehog tenrec orthology confidence [0 low, 1 high]	homologs
1676	pleo_homolog_ensembl_gene	Lion gene stable ID	homologs
1677	pleo_homolog_associated_gene_name	Lion gene name	homologs
1678	pleo_homolog_ensembl_peptide	Lion protein or transcript stable ID	homologs
1679	pleo_homolog_chromosome	Lion chromosome/scaffold name	homologs
1680	pleo_homolog_chrom_start	Lion chromosome/scaffold start (bp)	homologs
1681	pleo_homolog_chrom_end	Lion chromosome/scaffold end (bp)	homologs
1682	pleo_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1683	pleo_homolog_subtype	Last common ancestor with Lion	homologs
1684	pleo_homolog_orthology_type	Lion homology type	homologs
1685	pleo_homolog_perc_id	%id. target Lion gene identical to query gene	homologs
1686	pleo_homolog_perc_id_r1	%id. query gene identical to target Lion gene	homologs
1687	pleo_homolog_goc_score	Lion Gene-order conservation score	homologs
1688	pleo_homolog_wga_coverage	Lion Whole-genome alignment coverage	homologs
1689	pleo_homolog_orthology_confidence	Lion orthology confidence [0 low, 1 high]	homologs
1690	clanigera_homolog_ensembl_gene	Long-tailed chinchilla gene stable ID	homologs
1691	clanigera_homolog_associated_gene_name	Long-tailed chinchilla gene name	homologs
1692	clanigera_homolog_ensembl_peptide	Long-tailed chinchilla protein or transcript stable ID	homologs
1693	clanigera_homolog_chromosome	Long-tailed chinchilla chromosome/scaffold name	homologs
1694	clanigera_homolog_chrom_start	Long-tailed chinchilla chromosome/scaffold start (bp)	homologs
1695	clanigera_homolog_chrom_end	Long-tailed chinchilla chromosome/scaffold end (bp)	homologs
1696	clanigera_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1697	clanigera_homolog_subtype	Last common ancestor with Long-tailed chinchilla	homologs
1698	clanigera_homolog_orthology_type	Long-tailed chinchilla homology type	homologs
1699	clanigera_homolog_perc_id	%id. target Long-tailed chinchilla gene identical to query gene	homologs
1700	clanigera_homolog_perc_id_r1	%id. query gene identical to target Long-tailed chinchilla gene	homologs
1701	clanigera_homolog_goc_score	Long-tailed chinchilla Gene-order conservation score	homologs
1702	clanigera_homolog_orthology_confidence	Long-tailed chinchilla orthology confidence [0 low, 1 high]	homologs
1703	clumpus_homolog_ensembl_gene	Lumpfish gene stable ID	homologs
1704	clumpus_homolog_associated_gene_name	Lumpfish gene name	homologs
1705	clumpus_homolog_ensembl_peptide	Lumpfish protein or transcript stable ID	homologs
1706	clumpus_homolog_chromosome	Lumpfish chromosome/scaffold name	homologs
1707	clumpus_homolog_chrom_start	Lumpfish chromosome/scaffold start (bp)	homologs
1708	clumpus_homolog_chrom_end	Lumpfish chromosome/scaffold end (bp)	homologs
1709	clumpus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1710	clumpus_homolog_subtype	Last common ancestor with Lumpfish	homologs
1711	clumpus_homolog_orthology_type	Lumpfish homology type	homologs
1712	clumpus_homolog_perc_id	%id. target Lumpfish gene identical to query gene	homologs
1713	clumpus_homolog_perc_id_r1	%id. query gene identical to target Lumpfish gene	homologs
1714	clumpus_homolog_goc_score	Lumpfish Gene-order conservation score	homologs
1715	clumpus_homolog_orthology_confidence	Lumpfish orthology confidence [0 low, 1 high]	homologs
1716	nbrichardi_homolog_ensembl_gene	Lyretail cichlid gene stable ID	homologs
1717	nbrichardi_homolog_associated_gene_name	Lyretail cichlid gene name	homologs
1718	nbrichardi_homolog_ensembl_peptide	Lyretail cichlid protein or transcript stable ID	homologs
1719	nbrichardi_homolog_chromosome	Lyretail cichlid chromosome/scaffold name	homologs
1720	nbrichardi_homolog_chrom_start	Lyretail cichlid chromosome/scaffold start (bp)	homologs
1721	nbrichardi_homolog_chrom_end	Lyretail cichlid chromosome/scaffold end (bp)	homologs
1722	nbrichardi_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1723	nbrichardi_homolog_subtype	Last common ancestor with Lyretail cichlid	homologs
1724	nbrichardi_homolog_orthology_type	Lyretail cichlid homology type	homologs
1725	nbrichardi_homolog_perc_id	%id. target Lyretail cichlid gene identical to query gene	homologs
1726	nbrichardi_homolog_perc_id_r1	%id. query gene identical to target Lyretail cichlid gene	homologs
1727	nbrichardi_homolog_goc_score	Lyretail cichlid Gene-order conservation score	homologs
1728	nbrichardi_homolog_orthology_confidence	Lyretail cichlid orthology confidence [0 low, 1 high]	homologs
1729	anancymaae_homolog_ensembl_gene	Ma's night monkey gene stable ID	homologs
1730	anancymaae_homolog_associated_gene_name	Ma's night monkey gene name	homologs
1731	anancymaae_homolog_ensembl_peptide	Ma's night monkey protein or transcript stable ID	homologs
1732	anancymaae_homolog_chromosome	Ma's night monkey chromosome/scaffold name	homologs
1733	anancymaae_homolog_chrom_start	Ma's night monkey chromosome/scaffold start (bp)	homologs
1734	anancymaae_homolog_chrom_end	Ma's night monkey chromosome/scaffold end (bp)	homologs
1735	anancymaae_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1736	anancymaae_homolog_subtype	Last common ancestor with Ma's night monkey	homologs
1737	anancymaae_homolog_orthology_type	Ma's night monkey homology type	homologs
1738	anancymaae_homolog_perc_id	%id. target Ma's night monkey gene identical to query gene	homologs
1739	anancymaae_homolog_perc_id_r1	%id. query gene identical to target Ma's night monkey gene	homologs
1740	anancymaae_homolog_goc_score	Ma's night monkey Gene-order conservation score	homologs
1741	anancymaae_homolog_orthology_confidence	Ma's night monkey orthology confidence [0 low, 1 high]	homologs
1742	mmulatta_homolog_ensembl_gene	Macaque gene stable ID	homologs
1743	mmulatta_homolog_associated_gene_name	Macaque gene name	homologs
1744	mmulatta_homolog_ensembl_peptide	Macaque protein or transcript stable ID	homologs
1745	mmulatta_homolog_chromosome	Macaque chromosome/scaffold name	homologs
1746	mmulatta_homolog_chrom_start	Macaque chromosome/scaffold start (bp)	homologs
1747	mmulatta_homolog_chrom_end	Macaque chromosome/scaffold end (bp)	homologs
1748	mmulatta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1749	mmulatta_homolog_subtype	Last common ancestor with Macaque	homologs
1750	mmulatta_homolog_orthology_type	Macaque homology type	homologs
1751	mmulatta_homolog_perc_id	%id. target Macaque gene identical to query gene	homologs
1752	mmulatta_homolog_perc_id_r1	%id. query gene identical to target Macaque gene	homologs
1753	mmulatta_homolog_goc_score	Macaque Gene-order conservation score	homologs
1754	mmulatta_homolog_wga_coverage	Macaque Whole-genome alignment coverage	homologs
1755	mmulatta_homolog_orthology_confidence	Macaque orthology confidence [0 low, 1 high]	homologs
1756	nscutatus_homolog_ensembl_gene	Mainland tiger snake gene stable ID	homologs
1757	nscutatus_homolog_associated_gene_name	Mainland tiger snake gene name	homologs
1758	nscutatus_homolog_ensembl_peptide	Mainland tiger snake protein or transcript stable ID	homologs
1759	nscutatus_homolog_chromosome	Mainland tiger snake chromosome/scaffold name	homologs
1760	nscutatus_homolog_chrom_start	Mainland tiger snake chromosome/scaffold start (bp)	homologs
1761	nscutatus_homolog_chrom_end	Mainland tiger snake chromosome/scaffold end (bp)	homologs
1762	nscutatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1763	nscutatus_homolog_subtype	Last common ancestor with Mainland tiger snake	homologs
1764	nscutatus_homolog_orthology_type	Mainland tiger snake homology type	homologs
1765	nscutatus_homolog_perc_id	%id. target Mainland tiger snake gene identical to query gene	homologs
1766	nscutatus_homolog_perc_id_r1	%id. query gene identical to target Mainland tiger snake gene	homologs
1767	nscutatus_homolog_goc_score	Mainland tiger snake Gene-order conservation score	homologs
1768	nscutatus_homolog_orthology_confidence	Mainland tiger snake orthology confidence [0 low, 1 high]	homologs
1769	pnyererei_homolog_ensembl_gene	Makobe Island cichlid gene stable ID	homologs
1770	pnyererei_homolog_associated_gene_name	Makobe Island cichlid gene name	homologs
1771	pnyererei_homolog_ensembl_peptide	Makobe Island cichlid protein or transcript stable ID	homologs
1772	pnyererei_homolog_chromosome	Makobe Island cichlid chromosome/scaffold name	homologs
1773	pnyererei_homolog_chrom_start	Makobe Island cichlid chromosome/scaffold start (bp)	homologs
1774	pnyererei_homolog_chrom_end	Makobe Island cichlid chromosome/scaffold end (bp)	homologs
1775	pnyererei_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1776	pnyererei_homolog_subtype	Last common ancestor with Makobe Island cichlid	homologs
1777	pnyererei_homolog_orthology_type	Makobe Island cichlid homology type	homologs
1778	pnyererei_homolog_perc_id	%id. target Makobe Island cichlid gene identical to query gene	homologs
1779	pnyererei_homolog_perc_id_r1	%id. query gene identical to target Makobe Island cichlid gene	homologs
1780	pnyererei_homolog_goc_score	Makobe Island cichlid Gene-order conservation score	homologs
1781	pnyererei_homolog_orthology_confidence	Makobe Island cichlid orthology confidence [0 low, 1 high]	homologs
1782	kmarmoratus_homolog_ensembl_gene	Mangrove rivulus gene stable ID	homologs
1783	kmarmoratus_homolog_associated_gene_name	Mangrove rivulus gene name	homologs
1784	kmarmoratus_homolog_ensembl_peptide	Mangrove rivulus protein or transcript stable ID	homologs
1785	kmarmoratus_homolog_chromosome	Mangrove rivulus chromosome/scaffold name	homologs
1786	kmarmoratus_homolog_chrom_start	Mangrove rivulus chromosome/scaffold start (bp)	homologs
1787	kmarmoratus_homolog_chrom_end	Mangrove rivulus chromosome/scaffold end (bp)	homologs
1788	kmarmoratus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1789	kmarmoratus_homolog_subtype	Last common ancestor with Mangrove rivulus	homologs
1790	kmarmoratus_homolog_orthology_type	Mangrove rivulus homology type	homologs
1791	kmarmoratus_homolog_perc_id	%id. target Mangrove rivulus gene identical to query gene	homologs
1792	kmarmoratus_homolog_perc_id_r1	%id. query gene identical to target Mangrove rivulus gene	homologs
1793	kmarmoratus_homolog_goc_score	Mangrove rivulus Gene-order conservation score	homologs
1794	kmarmoratus_homolog_orthology_confidence	Mangrove rivulus orthology confidence [0 low, 1 high]	homologs
1795	cjacchus_homolog_ensembl_gene	Marmoset gene stable ID	homologs
1796	cjacchus_homolog_associated_gene_name	Marmoset gene name	homologs
1797	cjacchus_homolog_ensembl_peptide	Marmoset protein or transcript stable ID	homologs
1798	cjacchus_homolog_chromosome	Marmoset chromosome/scaffold name	homologs
1799	cjacchus_homolog_chrom_start	Marmoset chromosome/scaffold start (bp)	homologs
1800	cjacchus_homolog_chrom_end	Marmoset chromosome/scaffold end (bp)	homologs
1801	cjacchus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1802	cjacchus_homolog_subtype	Last common ancestor with Marmoset	homologs
1803	cjacchus_homolog_orthology_type	Marmoset homology type	homologs
1804	cjacchus_homolog_perc_id	%id. target Marmoset gene identical to query gene	homologs
1805	cjacchus_homolog_perc_id_r1	%id. query gene identical to target Marmoset gene	homologs
1806	cjacchus_homolog_goc_score	Marmoset Gene-order conservation score	homologs
1807	cjacchus_homolog_wga_coverage	Marmoset Whole-genome alignment coverage	homologs
1808	cjacchus_homolog_orthology_confidence	Marmoset orthology confidence [0 low, 1 high]	homologs
1809	gfortis_homolog_ensembl_gene	Medium ground-finch gene stable ID	homologs
1810	gfortis_homolog_associated_gene_name	Medium ground-finch gene name	homologs
1811	gfortis_homolog_ensembl_peptide	Medium ground-finch protein or transcript stable ID	homologs
1812	gfortis_homolog_chromosome	Medium ground-finch chromosome/scaffold name	homologs
1813	gfortis_homolog_chrom_start	Medium ground-finch chromosome/scaffold start (bp)	homologs
1814	gfortis_homolog_chrom_end	Medium ground-finch chromosome/scaffold end (bp)	homologs
1815	gfortis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1816	gfortis_homolog_subtype	Last common ancestor with Medium ground-finch	homologs
1817	gfortis_homolog_orthology_type	Medium ground-finch homology type	homologs
1818	gfortis_homolog_perc_id	%id. target Medium ground-finch gene identical to query gene	homologs
1819	gfortis_homolog_perc_id_r1	%id. query gene identical to target Medium ground-finch gene	homologs
1820	gfortis_homolog_goc_score	Medium ground-finch Gene-order conservation score	homologs
1821	gfortis_homolog_orthology_confidence	Medium ground-finch orthology confidence [0 low, 1 high]	homologs
1822	pvampyrus_homolog_ensembl_gene	Megabat gene stable ID	homologs
1823	pvampyrus_homolog_associated_gene_name	Megabat gene name	homologs
